
YEAR_or_SEASON,StateName,VirusType,NumberOfCases
2017,North Dakota,Influenza A H3N2v,1
2017,North Dakota,Influenza A H7N2,0
2017,Nebraska,Influenza A H1N1v,0
2017,Nebraska,Influenza A H1N2v,0
2017,Nebraska,Influenza A H3N2v,1
2017,Nebraska,Influenza A H7N2,0
2017,New Hampshire,Influenza A H1N1v,0
2017,New Hampshire,Influenza A H1N2v,0
2017,New Hampshire,Influenza A H3N2v,0
2017,New Hampshire,Influenza A H7N2,0
2017,Massachusetts,Influenza A H1N1v,0
2017,Massachusetts,Influenza A H1N2v,0
2017,Massachusetts,Influenza A H3N2v,0
2017,Massachusetts,Influenza A H7N2,0
2017,Kansas,Influenza A H1N1v,0
2017,Kansas,Influenza A H1N2v,0
2017,Kansas,Influenza A H3N2v,0
2017,Kansas,Influenza A H7N2,0
2017,Kentucky,Influenza A H1N1v,0
2017,Kentucky,Influenza A H1N2v,0
2017,Kentucky,Influenza A H3N2v,0
2017,Kentucky,Influenza A H7N2,0
2017,Louisiana,Influenza A H1N1v,0
2017,Louisiana,Influenza A H1N2v,0
2017,Louisiana,Influenza A H3N2v,0
2017,Louisiana,Influenza A H7N2,0
2017,Alabama,Influenza A H1N1v,0
2017,Alabama,Influenza A H1N2v,0
2017,Alabama,Influenza A H3N2v,0
2017,Alabama,Influenza A H7N2,0
2017,Arkansas,Influenza A H1N1v,0
2017,Arkansas,Influenza A H1N2v,0
2017,Arkansas,Influenza A H3N2v,0
2017,Arkansas,Influenza A H7N2,0
2017,Arizona,Influenza A H1N1v,0
2017,Arizona,Influenza A H1N2v,0
2017,Alaska,Influenza A H3N2v,0
2017,Arizona,Influenza A H3N2v,0
2017,California,Influenza A H1N1v,0
2017,California,Influenza A H1N2v,0
2017,California,Influenza A H3N2v,0
2017,California,Influenza A H7N2,0
2017,Colorado,Influenza A H1N1v,0
2017,Colorado,Influenza A H1N2v,1
2017,Colorado,Influenza A H3N2v,0
2017,Colorado,Influenza A H7N2,0
2017,Florida,Influenza A H1N2v,0
2017,Florida,Influenza A H3N2v,0
2017,Florida,Influenza A H7N2,0
2017,Alaska,Influenza A H7N2,0
2017,Arizona,Influenza A H7N2,0
2017,Connecticut,Influenza A H1N1v,0
2017,Connecticut,Influenza A H1N2v,0
2017,Connecticut,Influenza A H3N2v,0
2017,Connecticut,Influenza A H7N2,0
2017,New Mexico,Influenza A H1N1v,0
2017,New Mexico,Influenza A H1N2v,0
2017,New Mexico,Influenza A H3N2v,0
2017,New Mexico,Influenza A H7N2,0
2017,Nevada,Influenza A H1N1v,0
2017,Nevada,Influenza A H1N2v,0
2017,Nevada,Influenza A H3N2v,0
2017,Nevada,Influenza A H7N2,0
2017,New York,Influenza A H1N1v,0
2017,New York,Influenza A H1N2v,0
2017,New York,Influenza A H3N2v,0
2017,New York,Influenza A H7N2,0
2017,Ohio,Influenza A H1N1v,0
2017,Ohio,Influenza A H1N2v,3
2017,Ohio,Influenza A H3N2v,15
2017,Ohio,Influenza A H7N2,0
2017,Oklahoma,Influenza A H1N1v,0
2017,Oklahoma,Influenza A H1N2v,0
2017,Oklahoma,Influenza A H3N2v,0
2017,Oklahoma,Influenza A H7N2,0
2017,Oregon,Influenza A H1N1v,0
2017,Oregon,Influenza A H1N2v,0
2017,Oregon,Influenza A H3N2v,0
2017,Oregon,Influenza A H7N2,0
2017,Pennsylvania,Influenza A H1N1v,0
2017,Pennsylvania,Influenza A H1N2v,0
2017,Pennsylvania,Influenza A H3N2v,1
2017,Pennsylvania,Influenza A H7N2,0
2017,Puerto Rico,Influenza A H1N1v,0
2017,Puerto Rico,Influenza A H1N2v,0
2017,Puerto Rico,Influenza A H3N2v,0
2017,Puerto Rico,Influenza A H7N2,0
2017,Rhode Island,Influenza A H1N1v,0
2017,Rhode Island,Influenza A H1N2v,0
2017,Rhode Island,Influenza A H3N2v,0
2017,Rhode Island,Influenza A H7N2,0
2017,South Carolina,Influenza A H1N1v,0
2017,South Carolina,Influenza A H1N2v,0
2017,South Carolina,Influenza A H3N2v,0
2017,South Carolina,Influenza A H7N2,0
2017,South Dakota,Influenza A H1N1v,0
2017,South Dakota,Influenza A H1N2v,0
2017,South Dakota,Influenza A H3N2v,0
2017,South Dakota,Influenza A H7N2,0
2017,Tennessee,Influenza A H1N1v,0
2017,Tennessee,Influenza A H1N2v,0
2017,Tennessee,Influenza A H3N2v,0
2017,Tennessee,Influenza A H7N2,0
2017,Texas,Influenza A H1N1v,0
2017,Texas,Influenza A H1N2v,0
2017,Texas,Influenza A H3N2v,1
2017,Texas,Influenza A H7N2,0
2017,Utah,Influenza A H1N1v,0
2017,Utah,Influenza A H1N2v,0
2017,Utah,Influenza A H3N2v,0
2017,Utah,Influenza A H7N2,0
2017,Virginia,Influenza A H1N1v,0
2017,Virginia,Influenza A H1N2v,0
2017,Virginia,Influenza A H3N2v,0
2017,Virginia,Influenza A H7N2,0
2017,Vermont,Influenza A H1N1v,0
2017,Vermont,Influenza A H1N2v,0
2017,Vermont,Influenza A H3N2v,0
2017,Vermont,Influenza A H7N2,0
2017,Washington,Influenza A H1N1v,0
2017,Washington,Influenza A H1N2v,0
2017,Washington,Influenza A H3N2v,0
2017,Washington,Influenza A H7N2,0
2017,Wisconsin,Influenza A H1N1v,0
2017,Wisconsin,Influenza A H1N2v,0
2017,Wisconsin,Influenza A H3N2v,0
2017,Wisconsin,Influenza A H7N2,0
2017,West Virginia,Influenza A H1N1v,0
2017,West Virginia,Influenza A H1N2v,0
2017,West Virginia,Influenza A H3N2v,0
2017,West Virginia,Influenza A H7N2,0
2017,Wyoming,Influenza A H1N1v,0
2017,Wyoming,Influenza A H1N2v,0
2017,Wyoming,Influenza A H3N2v,0
2017,Wyoming,Influenza A H7N2,0
2017,Alaska,Influenza A H1N1v,0
2017,Alaska,Influenza A H1N2v,0
2017,New Jersey,Influenza A H1N1v,0
2017,New Jersey,Influenza A H1N2v,0
2017,New Jersey,Influenza A H3N2v,0
2017,New Jersey,Influenza A H7N2,0
2018,New Jersey,Influenza A H1N1v,0
2018,New Jersey,Influenza A H1N2v,0
2018,New Jersey,Influenza A H3N2v,0
2018,New Jersey,Influenza A H7N2,0
2018,Wyoming,Influenza A H1N1v,0
2018,Wyoming,Influenza A H1N2v,0
2018,Wyoming,Influenza A H3N2v,0
2018,Wyoming,Influenza A H7N2,0
2018,West Virginia,Influenza A H1N1v,0
2018,West Virginia,Influenza A H1N2v,0
2018,West Virginia,Influenza A H3N2v,0
2018,West Virginia,Influenza A H7N2,0
2018,Wisconsin,Influenza A H1N1v,0
2018,Wisconsin,Influenza A H1N2v,0
2018,Wisconsin,Influenza A H3N2v,0
2018,Wisconsin,Influenza A H7N2,0
2018,Washington,Influenza A H1N1v,0
2018,Washington,Influenza A H1N2v,0
2018,Washington,Influenza A H3N2v,0
2018,Washington,Influenza A H7N2,0
2018,Vermont,Influenza A H1N1v,0
2018,Vermont,Influenza A H1N2v,0
2018,Vermont,Influenza A H3N2v,0
2018,Vermont,Influenza A H7N2,0
2018,Virginia,Influenza A H1N1v,0
2018,Virginia,Influenza A H1N2v,0
2018,Virginia,Influenza A H3N2v,0
2018,Virginia,Influenza A H7N2,0
2018,Utah,Influenza A H1N1v,0
2018,Utah,Influenza A H1N2v,0
2018,Utah,Influenza A H3N2v,0
2018,Utah,Influenza A H7N2,0
2018,Texas,Influenza A H1N1v,0
2018,Texas,Influenza A H1N2v,0
2018,Texas,Influenza A H3N2v,0
2018,Texas,Influenza A H7N2,0
2018,Tennessee,Influenza A H1N1v,0
2018,Tennessee,Influenza A H1N2v,0
2018,Tennessee,Influenza A H3N2v,0
2018,Tennessee,Influenza A H7N2,0
2018,South Dakota,Influenza A H1N1v,0
2018,South Dakota,Influenza A H1N2v,0
2018,South Dakota,Influenza A H3N2v,0
2018,South Dakota,Influenza A H7N2,0
2018,South Carolina,Influenza A H1N1v,0
2018,South Carolina,Influenza A H1N2v,0
2018,South Carolina,Influenza A H3N2v,0
2018,South Carolina,Influenza A H7N2,0
2018,Rhode Island,Influenza A H1N1v,0
2018,Rhode Island,Influenza A H1N2v,0
2018,Rhode Island,Influenza A H3N2v,0
2018,Rhode Island,Influenza A H7N2,0
2018,Puerto Rico,Influenza A H1N1v,0
2018,Puerto Rico,Influenza A H1N2v,0
2018,Puerto Rico,Influenza A H3N2v,0
2018,Puerto Rico,Influenza A H7N2,0
2018,Pennsylvania,Influenza A H1N1v,0
2018,Pennsylvania,Influenza A H1N2v,0
2018,Pennsylvania,Influenza A H3N2v,0
2018,Pennsylvania,Influenza A H7N2,0
2018,Oregon,Influenza A H1N1v,0
2018,Oregon,Influenza A H1N2v,0
2018,Oregon,Influenza A H3N2v,0
2018,Oregon,Influenza A H7N2,0
2018,Oklahoma,Influenza A H1N1v,0
2018,Oklahoma,Influenza A H1N2v,0
2018,Oklahoma,Influenza A H3N2v,0
2018,Oklahoma,Influenza A H7N2,0
2018,Ohio,Influenza A H1N1v,0
2018,Ohio,Influenza A H1N2v,4
2018,Ohio,Influenza A H3N2v,0
2018,Ohio,Influenza A H7N2,0
2018,New York,Influenza A H1N1v,0
2018,New York,Influenza A H1N2v,0
2018,New York,Influenza A H3N2v,0
2018,New York,Influenza A H7N2,0
2018,Nevada,Influenza A H1N1v,0
2018,Nevada,Influenza A H1N2v,0
2018,Nevada,Influenza A H3N2v,0
2018,Nevada,Influenza A H7N2,0
2018,New Mexico,Influenza A H1N1v,0
2018,New Mexico,Influenza A H1N2v,0
2018,New Mexico,Influenza A H3N2v,0
2018,New Mexico,Influenza A H7N2,0
2018,Connecticut,Influenza A H1N1v,0
2018,Connecticut,Influenza A H3N2v,0
2018,Connecticut,Influenza A H7N2,0
2018,Alaska,Influenza A H1N1v,0
2018,Alaska,Influenza A H1N2v,0
2018,Alaska,Influenza A H3N2v,0
2018,Alaska,Influenza A H7N2,0
2018,Florida,Influenza A H1N1v,0
2018,Florida,Influenza A H1N2v,0
2018,Florida,Influenza A H3N2v,0
2018,Florida,Influenza A H7N2,0
2018,Colorado,Influenza A H1N1v,0
2018,Colorado,Influenza A H1N2v,0
2018,Colorado,Influenza A H3N2v,0
2018,Colorado,Influenza A H7N2,0
2018,California,Influenza A H1N1v,0
2018,California,Influenza A H1N2v,6
2018,California,Influenza A H3N2v,0
2018,California,Influenza A H7N2,0
2018,Arizona,Influenza A H1N1v,0
2018,Arizona,Influenza A H1N2v,0
2018,Arizona,Influenza A H3N2v,0
2018,Arizona,Influenza A H7N2,0
2018,Arkansas,Influenza A H1N1v,0
2018,Arkansas,Influenza A H1N2v,0
2018,Arkansas,Influenza A H3N2v,0
2018,Arkansas,Influenza A H7N2,0
2018,Alabama,Influenza A H1N1v,0
2018,Alabama,Influenza A H1N2v,0
2018,Alabama,Influenza A H3N2v,0
2018,Alabama,Influenza A H7N2,0
2018,Louisiana,Influenza A H1N1v,0
2018,Louisiana,Influenza A H1N2v,0
2018,Louisiana,Influenza A H3N2v,0
2018,Louisiana,Influenza A H7N2,0
2018,Kentucky,Influenza A H1N1v,0
2018,Kentucky,Influenza A H1N2v,0
2018,Kentucky,Influenza A H3N2v,0
2018,Kentucky,Influenza A H7N2,0
2018,Kansas,Influenza A H1N1v,0
2018,Kansas,Influenza A H1N2v,0
2018,Kansas,Influenza A H3N2v,0
2018,Kansas,Influenza A H7N2,0
2018,Massachusetts,Influenza A H1N1v,0
2018,Massachusetts,Influenza A H1N2v,0
2018,Massachusetts,Influenza A H3N2v,0
2018,Massachusetts,Influenza A H7N2,0
2018,Indiana,Influenza A H1N2v,0
2018,Indiana,Influenza A H3N2v,1
2018,Indiana,Influenza A H7N2,0
2018,New Hampshire,Influenza A H1N1v,0
2018,New Hampshire,Influenza A H1N2v,0
2018,New Hampshire,Influenza A H3N2v,0
2018,New Hampshire,Influenza A H7N2,0
2018,Nebraska,Influenza A H1N1v,0
2018,Nebraska,Influenza A H1N2v,0
2018,Nebraska,Influenza A H3N2v,0
2018,Nebraska,Influenza A H7N2,0
2018,North Dakota,Influenza A H1N1v,0
2018,North Dakota,Influenza A H1N2v,0
2018,North Dakota,Influenza A H3N2v,0
2018,North Dakota,Influenza A H7N2,0
2018,North Carolina,Influenza A H1N1v,0
2018,North Carolina,Influenza A H1N2v,0
2018,North Carolina,Influenza A H3N2v,0
2018,North Carolina,Influenza A H7N2,0
2018,Montana,Influenza A H1N1v,0
2018,Montana,Influenza A H1N2v,0
2018,Montana,Influenza A H3N2v,0
2018,Montana,Influenza A H7N2,0
2018,Mississippi,Influenza A H1N1v,0
2018,Mississippi,Influenza A H1N2v,0
2018,Mississippi,Influenza A H3N2v,0
2018,Mississippi,Influenza A H7N2,0
2018,Missouri,Influenza A H1N1v,0
2018,Missouri,Influenza A H1N2v,0
2018,Missouri,Influenza A H3N2v,0
2018,Missouri,Influenza A H7N2,0
2018,Minnesota,Influenza A H1N1v,0
2018,Minnesota,Influenza A H1N2v,0
2018,Minnesota,Influenza A H3N2v,0
2018,Minnesota,Influenza A H7N2,0
2018,Michigan,Influenza A H1N1v,0
2018,Michigan,Influenza A H1N2v,3
2018,Michigan,Influenza A H3N2v,0
2018,Michigan,Influenza A H7N2,0
2018,Maine,Influenza A H1N1v,0
2018,Maine,Influenza A H1N2v,0
2018,Maine,Influenza A H3N2v,0
2018,Maine,Influenza A H7N2,0
2018,Maryland,Influenza A H1N1v,0
2018,Maryland,Influenza A H1N2v,0
2018,Maryland,Influenza A H3N2v,0
2018,Maryland,Influenza A H7N2,0
2018,Indiana,Influenza A H1N1v,0
2018,Connecticut,Influenza A H1N2v,0
2018,Illinois,Influenza A H1N1v,0
2018,Illinois,Influenza A H1N2v,0
2018,Illinois,Influenza A H3N2v,0
2018,Illinois,Influenza A H7N2,0
2018,Idaho,Influenza A H1N1v,0
2018,Idaho,Influenza A H1N2v,0
2018,Idaho,Influenza A H3N2v,0
2018,Idaho,Influenza A H7N2,0
2018,Iowa,Influenza A H1N1v,0
2018,Iowa,Influenza A H1N2v,0
2018,Iowa,Influenza A H3N2v,0
2018,Iowa,Influenza A H7N2,0
2018,Hawaii,Influenza A H1N1v,0
2018,Hawaii,Influenza A H1N2v,0
2018,Hawaii,Influenza A H3N2v,0
2018,Hawaii,Influenza A H7N2,0
2018,Georgia,Influenza A H1N1v,0
2018,Georgia,Influenza A H1N2v,0
2018,Georgia,Influenza A H3N2v,0
2018,Georgia,Influenza A H7N2,0
2018,Delaware,Influenza A H1N1v,0
2018,Delaware,Influenza A H1N2v,0
2018,Delaware,Influenza A H3N2v,0
2018,Delaware,Influenza A H7N2,0
2018,District of Columbia,Influenza A H1N1v,0
2018,District of Columbia,Influenza A H1N2v,0
2018,District of Columbia,Influenza A H3N2v,0
2018,District of Columbia,Influenza A H7N2,0
